FieldsBase Project Search - Data Download,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:10 for Dirk Rook,,,,,,,,,,
,,,,,,,,,,
Filters:,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Name,Region,Country,Block,Field,Operator,Status,Development scheme,Production start date,Water depth (m),Remark
South Timbalier 242,"USA, Gulf of Mexico",USA,South Timbalier - 242,South Timbalier 242,Hunt Oil,Completed,Fixed,1 Jul 2006,48,
South Timbalier 245,"USA, Gulf of Mexico",USA,South Timbalier - 245,South Timbalier 245,"BP, Fairways Offshore Exploration, FAIRWAYS SALES & SVC",Completed,Fixed,1 Jul 1987,59,
South Timbalier 248,"USA, Gulf of Mexico",USA,South Timbalier - 248,South Timbalier 248,PRS Offshore (A),Completed,Subsea,15 Sep 2002,54,
South Timbalier 250,"USA, Gulf of Mexico",USA,South Timbalier - 250,South Timbalier 250,Magnum Hunter,Completed,Fixed,1 Jul 2001,57,
South Timbalier 252,"USA, Gulf of Mexico",USA,South Timbalier - 252,South Timbalier 252,"ERT, Hunt Petroleum",Completed,Fixed,1 Jul 1995,59,
South Timbalier 254,"USA, Gulf of Mexico",USA,South Timbalier - 254,South Timbalier 254,XTO Energy,Completed,Fixed,1 Jul 2005,67,
South Timbalier 26,"USA, Gulf of Mexico",USA,South Timbalier - 26,South Timbalier 26,EPL Oil & Gas Inc,Completed,Fixed,15 Nov 2013,18,"5/13: plan proposes the drilling of 3 wells, a new braced caisson well protector and 3 pipelines."
South Timbalier 260,"USA, Gulf of Mexico",USA,South Timbalier - 260,South Timbalier 260,Walter Oil & Gas,Completed,Fixed&SS,1 Jul 1996,91,
South Timbalier 260 - Decommissioning,"USA, Gulf of Mexico",USA,South Timbalier - 260,South Timbalier 260,Walter Oil & Gas,Completed,Fixed&SS,1 Dec 2011,91,
South Timbalier 264,"USA, Gulf of Mexico",USA,"South Timbalier - 264, South Timbalier - 274",South Timbalier 264,"El Paso, Magnum Hunter, Statoil",Completed,Fixed,15 Apr 2003,253,
South Timbalier 265,"USA, Gulf of Mexico",USA,South Timbalier - 265,South Timbalier 265,"Anadarko, Chevron, Magnum Hunter",Completed,Fixed,1 Jul 1995,64,
South Timbalier 265 decommissioning,"USA, Gulf of Mexico",USA,South Timbalier - 265,South Timbalier 265,"Anadarko, Magnum Hunter",Completed,Fixed,22 Jan 2013,64,
South Timbalier 266,"USA, Gulf of Mexico",USA,South Timbalier - 266,South Timbalier 266,Magnum Hunter,Completed,Fixed,30 Dec 2002,60,
South Timbalier 27,"USA, Gulf of Mexico",USA,South Timbalier - 27,South Timbalier 27,"Chevron, J M Huber, Marlin Energy",Completed,Fixed,1 Jul 1983,15,
South Timbalier 274,"USA, Gulf of Mexico",USA,South Timbalier - 274,South Timbalier 274,Mariner Energy,Completed,Fixed,1 Jul 2002,81,
South Timbalier 277,"USA, Gulf of Mexico",USA,South Timbalier - 277,South Timbalier 277,"Devon Energy, LA Offshore Gathering, Maritech Resources, UMC",Completed,Fixed&SS,1 Jul 1994,70,
South Timbalier 277 - Removal,"USA, Gulf of Mexico",USA,South Timbalier - 277,South Timbalier 277,Maritech Resources,Completed,Fixed,5 Dec 2012,70,
South Timbalier 288,"USA, Gulf of Mexico",USA,South Timbalier - 288,South Timbalier 288,Mariner Energy,Cancelled,Fixed&SS,1 Mar 2007,116,
South Timbalier 29,"USA, Gulf of Mexico",USA,South Timbalier - 29,South Timbalier 29,Chevron,Completed,Fixed,1 Jul 1980,16,
South Timbalier 291,"USA, Gulf of Mexico",USA,South Timbalier - 291,South Timbalier 291,Apache,Completed,Fixed,1 Jul 1998,120,
South Timbalier 292,"USA, Gulf of Mexico",USA,South Timbalier - 292,South Timbalier 292,"LA Offshore Gathering, Manta Ray Gathering Systems Inc., Shell",Completed,Fixed,1 Jul 1984,86,
South Timbalier 295,"USA, Gulf of Mexico",USA,South Timbalier - 295,South Timbalier 295,"Apache, Shell",Completed,Fixed,1 Jul 1985,86,
South Timbalier 299,"USA, Gulf of Mexico",USA,South Timbalier - 299,South Timbalier 299,W & T Offshore,Completed,Fixed,1 Jul 2006,96,
South Timbalier 30,"USA, Gulf of Mexico",USA,South Timbalier - 30,South Timbalier 30,"Bois D'Arc Resources, Stone Energy",Completed,Fixed,1 Jul 1996,16,
South Timbalier 301,"USA, Gulf of Mexico",USA,South Timbalier - 301,South Timbalier 301,Shell,Completed,Fixed,1 Jul 1982,101,
South Timbalier 31,"USA, Gulf of Mexico",USA,South Timbalier - 31,South Timbalier 31,"Oxy Petroleum, Inc.",Completed,Fixed,1 Jul 1979,14,
South Timbalier 317,"USA, Gulf of Mexico",USA,South Timbalier - 317,South Timbalier 317,MERIT ENERGY PARTNERS,Completed,Fixed,1 Jul 2002,140,
South Timbalier 34,"USA, Gulf of Mexico",USA,South Timbalier - 34,South Timbalier 34,"Stone Energy, Tennessee Gas Pipeline",Completed,Fixed,1 Jul 1983,16,
South Timbalier 35,"USA, Gulf of Mexico",USA,South Timbalier - 35,South Timbalier 35,Chevron,Completed,Fixed,1 Jul 1977,16,
South Timbalier 35 - 2013 pipeline,"USA, Gulf of Mexico",USA,South Timbalier - 35,South Timbalier 35,Chevron,Completed,Fixed,1 Jun 2013,16,
South Timbalier 36,"USA, Gulf of Mexico",USA,"South Timbalier - 31, South Timbalier - 35, South Timbalier - 36",South Timbalier 36,"Chevron, Oxy Petroleum, Inc.",Completed,Fixed,1 Jul 1976,16,
South Timbalier 37,"USA, Gulf of Mexico",USA,"South Timbalier - 29, South Timbalier - 37, South Timbalier - 38",South Timbalier 37,"Bridgeline Gas, Chevron, Tennessee Gas Pipeline",Completed,Fixed,1 Jul 1975,17,
South Timbalier 38,"USA, Gulf of Mexico",USA,South Timbalier - 38,South Timbalier 38,"Chevron, Midcon, Total",Completed,Fixed,1 Jul 1981,17,
South Timbalier 41,"USA, Gulf of Mexico",USA,South Timbalier - 41,South Timbalier 41,Energy Partners,Completed,Fixed,1 Jul 2004,21,
South Timbalier 41 removal,"USA, Gulf of Mexico",USA,South Timbalier - 41,South Timbalier 41,Energy Partners,Completed,Fixed,1 Dec 2011,21,
South Timbalier 42,"USA, Gulf of Mexico",USA,"South Timbalier - 42, South Timbalier - 46",South Timbalier 42,Energy Partners,Completed,Fixed,1 Jul 2006,21,
South Timbalier 46,"USA, Gulf of Mexico",USA,South Timbalier - 46,South Timbalier 46,"Energy Partners, Sonat Exploration",Completed,Fixed,1 Jul 1999,21,
South Timbalier 47,"USA, Gulf of Mexico",USA,South Timbalier - 47,South Timbalier 47,Chevron,Completed,Fixed,1 Jul 2005,21,
South Timbalier 48,"USA, Gulf of Mexico",USA,South Timbalier - 48,South Timbalier 48,ATP Oil & Gas,Completed,Fixed,1 Jul 1999,20,
South Timbalier 48 removal,"USA, Gulf of Mexico",USA,South Timbalier - 48,South Timbalier 48,ATP Oil & Gas,Completed,Fixed,31 May 2011,20,
South Timbalier 50,"USA, Gulf of Mexico",USA,South Timbalier - 50,South Timbalier 50,"Stone Energy, Tennessee Gas Pipeline",Completed,Fixed,1 Jul 1981,18,
South Timbalier 51,"USA, Gulf of Mexico",USA,South Timbalier - 51,South Timbalier 51 (+ South Timbalier 52),Chevron,Completed,Fixed,1 Jul 1977,17,
South Timbalier 52,"USA, Gulf of Mexico",USA,"South Timbalier - 34, South Timbalier - 50, South Timbalier - 51, South Timbalier - 52, South Timbalier - 53",South Timbalier 52,"Chevron, Dunhill, Petrobras, Trunkline Gas Company",Completed,Fixed,1 Jul 1972,18,
South Timbalier 52 - 2010,"USA, Gulf of Mexico",USA,"South Timbalier - 34, South Timbalier - 50, South Timbalier - 51, South Timbalier - 52, South Timbalier - 53",South Timbalier 52,Chevron,Completed,Fixed,1 May 2011,18,
South Timbalier 53,"USA, Gulf of Mexico",USA,South Timbalier - 53,South Timbalier 53,"Chevron, Dunhill, Merit Energy, Tennessee Gas Pipeline, Unocal",Completed,Fixed,1 Jul 1980,19,
South Timbalier 54,"USA, Gulf of Mexico",USA,"South Timbalier - 54, South Timbalier - 55, South Timbalier - 66, South Timbalier - 67",South Timbalier 54,"Chevron, ExxonMobil",Completed,Fixed,1 Jul 1955,20,
South Timbalier 54 - 2012 pipeline,"USA, Gulf of Mexico",USA,"South Timbalier - 54, South Timbalier - 55, South Timbalier - 66, South Timbalier - 67",South Timbalier 54,,Completed,Fixed,1 Sep 2012,20,
South Timbalier 55,"USA, Gulf of Mexico",USA,South Timbalier - 55,South Timbalier 55,ExxonMobil,Completed,Fixed,1 Jul 1976,20,
South Timbalier 59,"USA, Gulf of Mexico",USA,South Timbalier - 59,South Timbalier 59,Tenneco,Completed,Fixed,1 Jul 1982,25,
South Timbalier 63,"USA, Gulf of Mexico",USA,South Timbalier - 63,South Timbalier 63,ERT,Completed,Fixed,1 Jul 1990,28,
South Timbalier 67,"USA, Gulf of Mexico",USA,South Timbalier - 67,South Timbalier 67,ExxonMobil,Completed,Fixed,1 Jul 1976,20,
South Timbalier 68,"USA, Gulf of Mexico",USA,South Timbalier - 68,South Timbalier 68,"Samedan, Vastar (A)",Completed,Infrastructure,1 Jul 1992,17,
South Timbalier 69,"USA, Gulf of Mexico",USA,South Timbalier - 69,South Timbalier 69,Chevron,Completed,Infrastructure,1 Jul 2000,20,
South Timbalier 72,"USA, Gulf of Mexico",USA,South Timbalier - 72,South Timbalier 72 (+ South Pelto 23),"Forest Oil, Shell, Trunkline Gas Company",Completed,Fixed,1 Jul 1985,19,
South Timbalier 75,"USA, Gulf of Mexico",USA,South Timbalier - 75,South Timbalier 75,"Bois D'Arc Resources, CGN Producing",Completed,Fixed,1 Jul 1988,19,
South Timbalier 75 Phase II,"USA, Gulf of Mexico",USA,South Timbalier - 75,South Timbalier 75,,Completed,Fixed,6 Aug 2007,19,
South Timbalier 76,"USA, Gulf of Mexico",USA,South Timbalier - 76,South Timbalier 76,ATP Oil & Gas,Completed,Fixed,1 Jul 1987,19,
South Timbalier 77,"USA, Gulf of Mexico",USA,South Timbalier - 77,South Timbalier 77,ATP Oil & Gas,Completed,Fixed,1 Jul 1984,19,
South Timbalier 77 2010 Removal,"USA, Gulf of Mexico",USA,South Timbalier - 77,South Timbalier 77,ATP Oil & Gas,Completed,Fixed,30 Apr 2010,19,
South Timbalier 86,"USA, Gulf of Mexico",USA,"South Timbalier - 63, South Timbalier - 86",South Timbalier 86,"ERT, Murphy, Sonat Exploration, Trunkline Gas Company",Completed,Fixed,1 Jul 1956,24,
South Timbalier 99,"USA, Gulf of Mexico",USA,South Timbalier - 99,South Timbalier 99,Offshore Production & Salvage,Completed,Infrastructure,1 Jul 1995,9,
Spectacular Bid,"USA, Gulf of Mexico",USA,Garden Banks - 72,Spectacular Bid,"Flextrend Development, GulfTerra, Leviathan, Stingray Pipeline Company",Completed,Fixed,1 Jul 1995,159,
Spend A Buck,"USA, Gulf of Mexico",USA,Garden Banks - 117,Spend A Buck,"Flextrend Development, Leviathan",Completed,Subsea,17 Jul 1996,305,
Spend A Buck - Umbilical Removal & Replacement,"USA, Gulf of Mexico",USA,Garden Banks - 117,Spend A Buck (+ Spectacular Bid),Flextrend Development,Completed,Subsea,28 May 2010,305,
Spirit,"USA, Gulf of Mexico",USA,Viosca Knoll - 780,Spirit,Shell,Completed,Fixed,30 Sep 1998,259,
Stampede (Pony/Knotty Head),"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Hess,Construction,FPS&SS,1 Mar 2018,823,"10/14: Project Sanction announced on 10/28/14

7/13: Modec awarded EPC contract for Stampede TLP hull and mooring systems.
Sanction planned for 2014.
Formerly called Pony/Knotty Head."
State Lease 340,"USA, Gulf of Mexico",USA,340,State Lease 340,Chevron,Completed,Infrastructure,1 Jul 1994,2,
State Lease 615,"USA, Gulf of Mexico",USA,615,State Lease 615,Legacy Resources,Completed,Fixed,1 Jul 1998,4,
State Tract 73,"USA, Gulf of Mexico",USA,Mobile Bay - 73,State Tract 73,Vastar (A),Completed,Fixed,1 Jul 1991,3,
Steelhead,"USA, Gulf of Mexico",USA,Ship Shoal - 111,Steelhead,Bois D'Arc Resources,Completed,Fixed,1 Jul 2006,10,
Stirrup,"USA, Gulf of Mexico",USA,Mustang Island - 861,Stirrup,Hydro (A),Completed,Fixed,1 Jul 2002,17,
Stones,"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Shell,Construction,FPS&SS,1 Mar 2016,"2,919",5/13: project FID announced; FPSO to be a converted tanker. SBM to be awarded contract in Q213
Sunfish,"USA, Gulf of Mexico",USA,West Cameron - 291,West Cameron 291,Devon Energy,Cancelled,Fixed,15 Dec 2008,14,03/09: Devon has shelved drilling plans unless it can find a partner.
Swimmy,"USA, Gulf of Mexico",USA,Vermilion - 170,Swimmy,Contango Oil & Gas,Completed,Fixed,30 Sep 2011,27,Production expected Fall 2011
Swordfish,"USA, Gulf of Mexico",USA,Viosca Knoll - 962,Swordfish,Noble Energy,Completed,Subsea,31 Dec 2005,"1,311",
Swordfish - IRM,"USA, Gulf of Mexico",USA,Viosca Knoll - 962,Swordfish,Noble Energy,Working,Other,31 Jan 2030,"1,311",IRM Work Scopes
Taggart,"USA, Gulf of Mexico",USA,Miss Canyon - 816,Taggart,LLOG,Planned,Subsea,9 Sep 2016,"1,708",6/14: expected online 2016; to be developed via subsea tieback to Devil's Tower
Tahiti,"USA, Gulf of Mexico",USA,"Green Canyon - 596, Green Canyon - 597, Green Canyon - 640, Green Canyon - 641",Tahiti,Chevron,Completed,FPS&SS,7 May 2009,"1,224",First production set for 3Q09
Tahiti - IRM,"USA, Gulf of Mexico",USA,"Green Canyon - 596, Green Canyon - 597, Green Canyon - 640, Green Canyon - 641",Tahiti,Chevron,Working,Other,17 Jul 2020,"1,224",IRM work scopes
Tahiti Phase II,"USA, Gulf of Mexico",USA,"Green Canyon - 596, Green Canyon - 597, Green Canyon - 640, Green Canyon - 641",Tahiti,Chevron,Operational,Subsea,28 Feb 2012,"1,224",3/12: Commenced water injection in February; drilling and completing additional producers
Tahoe,"USA, Gulf of Mexico",USA,,Tahoe,Shell,Completed,Subsea,10 Jan 1994,497,
Tahoe Phase II,"USA, Gulf of Mexico",USA,Viosca Knoll - 784,Tahoe,Shell,Completed,Infrastructure,15 Oct 1996,539,
Tanzanite,"USA, Gulf of Mexico",USA,Eugene Island - 346,Tanzanite,"Anadarko, ANR Pipeline, Equilon",Completed,Fixed,1 Jul 2000,96,
Tarantula,"USA, Gulf of Mexico",USA,South Timbalier - 308,Tarantula,"Anadarko, Discovery Gas Transmission LLC, ENTERPRISE FIELD SERVICES",Completed,Fixed,5 Jan 2005,146,
Teal South,"USA, Gulf of Mexico",USA,Eugene Island - 354,Teal South,Chevron,Completed,Fixed,1 Jul 1995,85,
Telemark Hub Phase I,"USA, Gulf of Mexico",USA,Miss Canyon - 941,Telemark Hub,ATP Oil & Gas,Completed,FPS,28 Mar 2010,"1,195",First production late 2009 or early 2010
Telemark Hub Phase II,"USA, Gulf of Mexico",USA,Atwater Valley - 63,Telemark Hub,ATP Oil & Gas,Operational,FPS&SS,8 Jun 2016,"1,334",Phase II includes relocation of ATP Titan to Telemark field and addition of 3-4 dry tree wells.
Thor Southeast,"USA, Gulf of Mexico",USA,Viosca Knoll - 870,Thor Southeast,Anadarko,Cancelled,Subsea,1 Jun 2003,732,
Thunder Bird,"USA, Gulf of Mexico",USA,Miss Canyon - 819,Thunder Bird (+ Devil's Tower),Murphy,Possible,Subsea,1 Oct 2015,"1,864","Possible ss tie-back to Devil's Tower or Thunder Hawk FPU; discovery well temporarily abandoned

Lease expected expiration per BSEE 5/30/2016"
Thunder Hawk,"USA, Gulf of Mexico",USA,"Miss Canyon - 733, Miss Canyon - 734, Miss Canyon - 736",Thunder Hawk,Murphy,Completed,FPS&SS,8 Jul 2009,"1,900",Standalone semi leased from Atlantia for production of Thunder Ridge and Thunder Hawk
Thunder Hawk - IRM,"USA, Gulf of Mexico",USA,"Miss Canyon - 733, Miss Canyon - 734, Miss Canyon - 736",Thunder Hawk,Murphy,Working,Other,22 Oct 2014,"1,900",
Thunder Horse,"USA, Gulf of Mexico",USA,Miss Canyon - 778,Thunder Horse,BP,Operational,FPS&SS,14 Jun 2008,"1,855",
Thunder Horse South,"USA, Gulf of Mexico",USA,Miss Canyon - 778,Thunder Horse,BP,Possible,Subsea,2 Jan 2017,"1,855",7/14: BP expects to make a decision regarding Thunder Horse South by the end of 2014
Thunderbolt,"USA, Gulf of Mexico",USA,Eugene Island - 97,Thunderbolt,"Chevron, Devon Energy, Dynamic Offshore Resources",Completed,Fixed,19 Mar 2001,7,
Tiber,"USA, Gulf of Mexico",USA,Keathley Canyon - 102,Tiber,BP,Possible,FPS,1 Nov 2020,"1,259","2012: Field's material upside sits beyond the industry’s current development capability due to high
reservoir pressures. To address this undevelopable resource BP has new technology project -Project 20K."
Tick,"USA, Gulf of Mexico",USA,Garden Banks - 189,Tick,Chevron,Completed,Infrastructure,31 Dec 1992,220,
Ticonderoga,"USA, Gulf of Mexico",USA,"Green Canyon - 679, Green Canyon - 768",Ticonderoga,Anadarko,Completed,Subsea,22 Feb 2006,"1,600",
Ticonderoga addition,"USA, Gulf of Mexico",USA,"Green Canyon - 679, Green Canyon - 768",Ticonderoga,Anadarko,Completed,Subsea,20 Sep 2013,"1,600",single well to be brought online to existing infrastructure
Tiger,"USA, Gulf of Mexico",USA,Green Canyon - 195,Tiger,Deep Gulf Energy,Completed,Subsea,1 Dec 2006,579,
Tiger - Decommissioning,"USA, Gulf of Mexico",USA,Green Canyon - 195,Tiger,Deep Gulf Energy,Completed,Subsea,12 Aug 2010,579,"Deep Gulf Energy is requesting approval to permanently abandon GC 195 #1ST2 subsea well due to Host platform
toppling over during Hurricane Ike. The remaining reserves and minimal production rate prevents economic development to another Host platform."
Tiger Shoal,"USA, Gulf of Mexico",USA,"South Marsh Is - 217, South Marsh Is - 218, South Marsh Is - 219",Tiger Shoal,"Anadarko, Chevron",Completed,Fixed,1 Jul 1958,,
Tomahawk,"USA, Gulf of Mexico",USA,South Marsh Is - 66,Tomahawk,"Forest Oil, Transcontinental Gas Pipeline",Completed,Fixed,1 Oct 2000,42,
Tomahawk,"USA, Gulf of Mexico",USA,East Breaks - 668,Tomahawk,Pioneer,Completed,Subsea,15 Jun 2005,"1,034","Lease expired 09/30/2011. 

Discovery announced August 18. 2003. Part of Falcon Corridor project. First production expected by end 2q04."
TOPS,"USA, Gulf of Mexico",USA,,,Oiltanking Holding Americas,Cancelled,Infrastructure,1 Dec 2013,29,"4/2010: Oiltanking withdrew application for a deepwater port licence for the TOPS project


Proposed oil terminal and pipeline network. 37-miles offshore Freeport, Texas."
Tres,"USA, Gulf of Mexico",USA,High Island - 55-L,Tres,"Chevron, Pioneer, Unocal, Viosca Knoll Gathering Company",Completed,Fixed&SS,1 Jul 1982,20,
Trident,"USA, Gulf of Mexico",USA,Alaminos Canyon - 903,Trident,Rocksource,Possible,Subsea,15 Nov 2018,"2,951",Rocksource acquired lease in sale following Chevron allowing lease to expire in 2008. Rocksource says field has potential for standalone facility but a ss tieback to Perdido has not been ruled out.
Triggerfish,"USA, Gulf of Mexico",USA,South Timbalier - 71,Triggerfish,Stone Energy,Completed,Fixed,1 Jul 1999,19,
Triton,"USA, Gulf of Mexico",USA,"Miss Canyon - 728, Miss Canyon - 772",Triton,Dominion E&P,Completed,Subsea,1 Sep 2005,"1,654",
Triton Gathering,"USA, Gulf of Mexico",USA,Miss Canyon - 772,Triton Gathering,,Completed,Infrastructure,1 Nov 2003,,
Troika,"USA, Gulf of Mexico",USA,Green Canyon - 200,Troika,BP,Completed,Subsea,11 Nov 1997,854,
Troika P&A,"USA, Gulf of Mexico",USA,Green Canyon - 200,Troika,Shell,Completed,Subsea,9 Oct 2012,854,P&A operations on Troika
Tubular Bells,"USA, Gulf of Mexico",USA,Miss Canyon - 725,Tubular Bells,Hess,Construction,FPS&SS,7 Nov 2014,"1,309",
Tulane,"USA, Gulf of Mexico",USA,"Garden Banks - 114, Garden Banks - 158",Tulane,"Helix, Hess",Completed,Subsea,31 Dec 2005,373,
Typhoon,"USA, Gulf of Mexico",USA,Green Canyon - 237,Typhoon,"ANR Pipeline, El Paso, Helix",Completed,FPS&SS,15 Jul 2001,610,"Atlantia SeaStar mini-TLP. BHP = 50%. Host subsea wells. JRM = install. 2-level deck slightly larger than Morpeth, Allegheny Seastars."
Typhoon Well Work,"USA, Gulf of Mexico",USA,Green Canyon - 237,Typhoon (+ Phoenix),ERT,Completed,Other,14 Nov 2012,610,
Undisclosed US Gulf,"USA, Gulf of Mexico",USA,,Undisclosed,,Completed,Infrastructure,1 Jun 1984,,
Ursa,"USA, Gulf of Mexico",USA,"Miss Canyon - 764, Miss Canyon - 808, Miss Canyon - 809, Miss Canyon - 810",Ursa,,Completed,FPS,8 Mar 1999,"1,158",Oil reserve figure is for MMBOE. BALDER set modules on hull in Curacao. 24-slot. Ursa = MC 809/810/853/854.
Ursa well workover,"USA, Gulf of Mexico",USA,"Miss Canyon - 764, Miss Canyon - 808, Miss Canyon - 809, Miss Canyon - 810",Ursa,Shell,Completed,,2 Jul 2013,"1,158",well workover with Q4000.
Ursa/Princess Waterflood,"USA, Gulf of Mexico",USA,Miss Canyon - 765,Princess (+ Ursa),Shell,Completed,Subsea,3 Jul 2008,"1,100","First injection of water occurred on July 3, 2008 and is planned to continue for the next 30 years. Will extend life of field by 10 years."
Vermilion 100,"USA, Gulf of Mexico",USA,Vermilion - 100,Vermilion 100,"EDC, ERT, Samedan",Completed,Fixed,1 Jul 1996,19,
Vermilion 101,"USA, Gulf of Mexico",USA,Vermilion - 101,Vermilion 101,"Forest Oil, Transco Inc, Transcontinental Gas Pipeline",Completed,Fixed,1 Jul 1989,20,
Vermilion 101 Phase II,"USA, Gulf of Mexico",USA,Vermilion - 101,Vermilion 101,Energy Partners,Completed,Fixed,1 Dec 2006,20,
Vermilion 102,"USA, Gulf of Mexico",USA,"East Cameron - 109, Vermilion - 101, Vermilion - 102",Vermilion 102,"Dominion E&P, El Paso, Eni, Forest Oil, Murphy, Transcontinental Gas Pipeline",Completed,Fixed,1 Jul 1969,20,
Vermilion 103,"USA, Gulf of Mexico",USA,Vermilion - 103,Vermilion 103,ConocoPhillips,Completed,Infrastructure,1 Jul 1992,20,
Vermilion 104,"USA, Gulf of Mexico",USA,Vermilion - 104,Vermilion 104,"BT Operating, J M Huber, Vastar (A)",Completed,Fixed,1 Jul 1982,17,
Vermilion 107,"USA, Gulf of Mexico",USA,"Vermilion - 107, Vermilion - 116, Vermilion - 117",Vermilion 107,"Ashland, Gulfstar, Partners Oil & Gas",Completed,Fixed,1 Jul 1988,18,
Vermilion 109,"USA, Gulf of Mexico",USA,Vermilion - 109,Vermilion 109,ConocoPhillips,Completed,Fixed,1 Jul 1985,12,
