FieldsBase Field Search - Data Download,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:44 for Dirk Rook,,,,,,,,,,
,,,,,,,,,,
Filters:,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Name,Region,Country,Block,Project,Operator,Status,Production type,Production start date,Water depth (m),Remark
Tridente,Mediterranean/Black Sea,Spain,,,Repsol,Discovery,,,120,"Tridente project, which consisted of 3 wells - Necora, Bocarte and Breka - was considered unviable, as very little oil was found. It was abandonned in 2001.

2001: Repsol found oil at its Tridente prospect, south of Barcelona in the Mediterranean Sea. Necora-1 and Bocarte-1 wells each produced on test up to 5,000 b/d of ""excellent quality"" oil. Repsol plans to drill a third hole before yearend and afterwards will evaluate production possibilities. If development is approved, Repsol will tie back the wells about 12 km to the Casablanca platform, which is producing oil from Chipiron, Casablanca, Rodaballo, Boqueron, and Barracuda fields. From Casablanca, production would be transported through the existing pipeline to Repsol-YPF's Tarragona refinery."
Ashtart,Mediterranean/Black Sea,Tunisia,,Ashtart,SEREPT,Production,,1 Jun 1974,66,4 plt complex with 2 flares+2 offshore loading buoys.Oil tanker loaded-ngl's exp by pipe to shore.Elf sold to arco in 1997.
Baraka,Mediterranean/Black Sea,Tunisia,Enfidha B,Baraka,Eni,Production,Oil & Gas,15 Jul 2010,90,"Pelagian basin.Tested 4,600 b/d oil. Baraka se1 disc 09/02. 03/05: unlikely to move into dev. Stage in near future."
Baraka Southeast,Mediterranean/Black Sea,Tunisia,,,Agip,Discovery,,,90,
Birsa,Mediterranean/Black Sea,Tunisia,,Birsa,,Sub-Commercial,,15 Mar 2017,80,"Birsa-1 = 724b/d, birsa-2 =2,634b/d, birsa-3 =4,560b/d oil 02/06:currently not economic but dev studies through 2006."
Cercina,Mediterranean/Black Sea,Tunisia,,Cercina,BG,Production,,1 May 1994,3,Two wellhead platforms and a manifold platform exporting oil via pipeline to shore. Bg sells to preussag energie september 1997.
Chergui,Mediterranean/Black Sea,Tunisia,Chergui,Chergui,EnQuest,Production,Gas,8 Apr 2008,50,
Cosmos,Mediterranean/Black Sea,Tunisia,"Cap Bon Marin, Cosmos concession",,Chinook Energy,Discovery,Oil,,110,
Cosmos Sud,Mediterranean/Black Sea,Tunisia,"Cosmos concession, Hammamet",Cosmos Sud,Chinook Energy,Possible,Oil,3 Apr 2019,118,6/14: Medco energy acquires Storm ventures (barbados). Changed companies info
Didon,Mediterranean/Black Sea,Tunisia,Zarat,"Didon, Didon Phase II, Didon Phase III, Didon North",EnQuest,Production,,30 Apr 1998,75,S/s well tie-back to didon FPSO. 09/04: additional well set prod. 10/05:tied back to fixed p/form-2 s/s+1plat well.On stream q1 2006
Didon North,Mediterranean/Black Sea,Tunisia,Zarat,Didon North,EnQuest,Construction,Oil,5 Dec 2011,75,"10/11: Development of Didon North has encountered technical and geological problems. Analysis revealed the well encountered unexpected faults, which prevented oil from flowing, after several attempts to make oil flow, the unsuccessful well was suspended.

8/10: An application for development of Didon North has been filed with the authorities in Tunisia during the month of June."
Dougga,Mediterranean/Black Sea,Tunisia,Kerkouane,Dougga,AuDAX Resources,Possible,Condensate & Gas,31 Jul 2020,328,Field lies 40km offshore.
El Bibane,Mediterranean/Black Sea,Tunisia,,"El Bibane, El Bibane Redevelopment",Century Offshore Management,Production,,9 Mar 1998,30,"DISC BY MARATHON. 10/05: SMALL WHP IN 30 MSW, WELL STREAM PIPED TO SEPARATE PROCESSING FACILITIES ONSHORE.

10/07: Drilling of vertical section of El Bibane-4 reveals thicker oil column than first expected. Reservoir quality also better than anticipated."
El Mediouni,Mediterranean/Black Sea,Tunisia,Mahdia,,Circle Oil,Discovery,Oil,,240,8/14: Spudded 8/6/2014
Elyssa,Mediterranean/Black Sea,Tunisia,Zarat,,EnQuest,Discovery,,,75,"3/14: Appraisal well now planned for late 2014/early 2015. 
4/13: Appraisal well still planned for late 2013/early 2014, but it is contingent upon a successful farm-out of the Zarat licence. 
11/12: Appraisal drilling planned for 2013. 
3/11: more appraisal wells needed
11/10: Active work is being conducted on evaluation and planning ahead of the development of the Zarat, Didon North and Elyssa discoveries.
05/08: Will be commercially viable as standalone or joint development with Zarat. Concept studies under way. Possible tie back to Didon platform.

Elyssa-3 exploration well drilled to test two wells drilled by the previous operator. 05/07: well finds new oil reservoir + more gas"
Fushia,Mediterranean/Black Sea,Tunisia,Hammamet,Fushia,Chinook Energy,Possible,Oil,25 Nov 2019,85,"11/10: Find was initially reported as a non-commercial gas discovery (Jun '10), is now believed to contain volatile oil and is considered for tie-back to Maamoura."
Halk El Menzel,Mediterranean/Black Sea,Tunisia,Halk El Menzel,Halk El Menzel,Topic Energy,Construction,Oil,15 Dec 2014,76,
Hammamet West,Mediterranean/Black Sea,Tunisia,Bargou,Hammamet West,Cooper Energy,Possible,Oil & Gas,5 Jun 2017,60,"2014: P50 reserves estimated at 34.5 MMbbl and 17.9 Bcf. 
2011: P90-P10 reserves estimates at 130-600 million barrels.

11/09: appraisal in 2011, if successful a wellhead tied-back to shore would be a preferred solution. Worley Parsons is carrying out studies.

Discovered in 1967"
Hasdrubal,Mediterranean/Black Sea,Tunisia,,Hasdrubal,BG,Production,,31 Jul 2009,62,Gas+cond: 10-15bcm. 09/05:petrofac have feed -unmanned installation + multiphase export line to onshore processing facilities.
Hasdrubal Southwest,Mediterranean/Black Sea,Tunisia,,,BG,Discovery,,,62,9km south west of hasdrubal field. First production target 2006
Isis,Mediterranean/Black Sea,Tunisia,,"Isis, Isis Redevelopment",Viking Energy North Africa,Production,,30 Jun 2001,75,Broevig have mps contract:conversion of tanker 'northia'@$60mn. 04/06: production ceased. Ikdam FPSO relocating to oudna field.
Jawhara,Mediterranean/Black Sea,Tunisia,Sfax,,DNO,Discovery,Oil,,20,"4/14: DNO to drill the Jawhara-3 well this year to test additional upside potential in a separate, undrilled fault block 4km from Jawhara-1. 
Discovery made by Total in 1976. The Jawhara-1 well drilled in 1976 tested 1,484 barrels of oil a day."
Kerkouane,Mediterranean/Black Sea,Tunisia,Kerkouane,,AuDAX Resources,Discovery,Oil & Gas,,108,Drilled by Shell in 1981.
Lambouka,Mediterranean/Black Sea,Tunisia,Kerkouane,Lambouka,AuDAX Resources,Possible,Condensate & Gas,31 Dec 2018,629,07/09/10: discovery announced. exploration well suspended for potential re-entry. located 15km from Dougga
M'Aila East,Mediterranean/Black Sea,Tunisia,,,MEDOIL,Discovery,,,,06/07: medoil believes that m'sela and nearby prospects m'aila east m'sela west and ourata contain reserves of 1.5b barrels combined
M'Sela,Mediterranean/Black Sea,Tunisia,,,MEDOIL,Sub-Commercial,,,,"4/11: well completed, targeting a 20 mln bbl unrisked prospect. Although minor evidence of light oil was observed, the expected Isis target reservoir was not developed in the well. The well has been plugged and abandoned without testing."
Maamoura,Mediterranean/Black Sea,Tunisia,,Maamoura,Eni,Production,Oil & Gas,15 Jul 2010,81,
Miskar,Mediterranean/Black Sea,Tunisia,,"Miskar, Miskar Subsea",BG,Production,Gas,1 Dec 1994,62,03/05: additional drilling planned for future to extend field. Summer 2004:compression module installed
Oudna,Mediterranean/Black Sea,Tunisia,,"Oudna, Oudna decommissioning",Lundin Oil,Production,,14 Nov 2006,80,05/06: develop. Drilling complete. 11/06:production begins-late because of flowline damage
Ourata,Mediterranean/Black Sea,Tunisia,,,MEDOIL,Discovery,,,,"06/07: medoil believes m'sela and nearby prospects m'aila east, m'sela west and ourata contain 1.5 billion barrels of oil combined"
Ras El Besh,Mediterranean/Black Sea,Tunisia,Sfax,Ras El Besh,DNO,Possible,Oil & Gas,7 Nov 2017,20,
Salloum,Mediterranean/Black Sea,Tunisia,Sfax,,DNO,Discovery,Oil,,20,
Tazerka,Mediterranean/Black Sea,Tunisia,Hammamet,Tazerka,Chinook Energy,Abandoned,,23 Nov 1982,142,"03/09: Storm is palnning to redevelop the field. Decision will be made after the field is spudded in 2009.

10/05: out of service -scrapped in 1999."
Yasmin,Mediterranean/Black Sea,Tunisia,Yasmin,,Chinook Energy,Discovery,Oil,,85,"6/14: Medco energy acquires Storm ventures (barbados). Changed companies info

4/14: Plan of Development was filed with the authorities for Yasmin in 2011 to develop it as a tieback to the Cosmos concession. However, the Cosmos development is now on hold, with further appraisal drilling planned.  
03/09: Decision on the development of the field will be taken after the Cosmos is brought on stream. Discovery will probably be developed via the same FPSO upon depletion of Cosmos."
Zarat,Mediterranean/Black Sea,Tunisia,Zarat,"Zarat Phase 1, Zarat Phase 2",EnQuest,Planned,Oil,3 Apr 2019,75,"2/11: likely to be a 2-phase development.

1/11: successful appraisal well Zarat North-1 drilled by Sonde on the 7th of November Block, offshore Tunisia/Libya.

08/09: encountered reservoir too narrow and flow inadequate for commercial production.

05/08: Will be commercially viable as standalone or joint development with Elyssa. Concept studies under way. Possible tie back to Didon platform.

Believed to be much bigger than marginal didon field. Feasibility study to determine plans. 08/05: further drilling planned 2006."
Zelfa,Mediterranean/Black Sea,Tunisia,,,Lundin Oil,Sub-Commercial,,,80,"03/09: Suspended indefinitely. Stand-alone development would not be profitable at any oil rates. Lundin was looking at a joint development with the Eni’s Maamoura, but no agreement has been achieved."
Akcakoca,Mediterranean/Black Sea,Turkey,South Akcakoca,Akcakoca,TPAO,Production,Gas,15 Feb 2011,95,"03/08: ITT issued for wellhead platform and pipeline EPCIC contract.

12/06:indicates 80m of net gas. Well suspended upon completion 09/07: four-leg platform. 3 or 4 more wells planned in 2008"
Akcakoca East,Mediterranean/Black Sea,Turkey,South Akcakoca,,TPAO,Discovery,,,15,"12/06:if successful, it will be dev with akcakoca from single platform structure.Toreador est 60% of reserves in deeper akcakoca"
Akkaya,Mediterranean/Black Sea,Turkey,South Akcakoca,Akkaya,TPAO,Production,,23 May 2007,15,"Part of phase i of south akcakoca sub-basin gas development. See also ayazli, dogu ayazli"
Ayazli,Mediterranean/Black Sea,Turkey,,Ayazli,TPAO,Production,,18 Mar 2008,15,"Part of phase i of south akcakoca sub-basin gas development. See also dogu ayzali, akkaya"
Bati Ayazli,Mediterranean/Black Sea,Turkey,South Akcakoca,,,Prospect,,,15,
Bati Eskikale,Mediterranean/Black Sea,Turkey,South Akcakoca,,,Discovery,Gas,,120,11/07: 10 metres of net gas pay in 37-metre interval.
Bayhanli,Mediterranean/Black Sea,Turkey,South Akcakoca,,TPAO,Discovery,,,15,09/06: poss tieback to dogu ayazli facilities as part of south akcaokca sub-basin gas development.
Dogu Ayazli,Mediterranean/Black Sea,Turkey,South Akcakoca,Dogu Ayazli,TPAO,Production,,20 Sep 2007,15,"Part of phase i of south akcakoca sub-basin gas development. Also known as east ayazli. See also ayazli, akkaya & bayhanli"
Guluc,Mediterranean/Black Sea,Turkey,South Akcakoca,,,Discovery,Gas,,100,
Kuzey Akkaya,Mediterranean/Black Sea,Turkey,,,TPAO,Discovery,,,15,09/06: prometheus jackup completed drilling kuzey akkaya-1 well. North of akkaya. Failed to encounter hydrocarbons.
Manavgat,Mediterranean/Black Sea,Turkey,,Manavgat,,Production,,1 Jun 1998,80,
Marmara Kuzey,Mediterranean/Black Sea,Turkey,,Marmara Kuzey,TPAO (A),Production,,1 Dec 1996,40,Recoverable reserves 3bcm/production 1mmcmd
Sinop,Mediterranean/Black Sea,Turkey,Sinop Licence 1P84,,,Prospect,,,180,01/10: well to be drilled in first quarter of 2010
Arkhangelskoye,Mediterranean/Black Sea,Ukraine,,"Arkhangelskoye, Arkhangelskoye (BK-1)",Chernomorneftegaz,Production,Gas,31 Aug 1992,45,2009: 25km off Crimean coast. West part of the field has been producing since 1992. Partners are now planning to explore and develop the rest of the concession.
Bezymyannoye,Mediterranean/Black Sea,Ukraine,,Bezymyannoye,Chernomorneftegaz,Construction,Gas,15 Dec 2015,45,
Black Sea Area,Mediterranean/Black Sea,Ukraine,,Black Sea Area,,Production,,1 Jun 1994,20,
Bulganak North (Severo-Bulganakskoye),Mediterranean/Black Sea,Ukraine,,Bulganak North,Chernomorneftegaz,Production,Gas,30 Jun 2004,15,
Golitsyn,Mediterranean/Black Sea,Ukraine,,"Golitsyn, Golitsyn 2011",Chernomorneftegaz,Production,Condensate & Gas,1 Jul 1987,30,
Golitsyn South (Yuzhno-Golitsynskoye),Mediterranean/Black Sea,Ukraine,,,Chernomorneftegaz,Discovery,Gas,,35,
Kazantip East (Vostochno-Kazantipskoye),Mediterranean/Black Sea,Ukraine,,Kazantip East,Chernomorneftegaz,Production,Gas,16 Sep 2002,26,
Kazantip North (Severo-Kazantipskoye),Mediterranean/Black Sea,Ukraine,,Kazantip North,Chernomorneftegaz,Possible,Gas,6 Apr 2020,26,
Krymskoe,Mediterranean/Black Sea,Ukraine,,,Chernomorneftegaz,Discovery,Gas,,60,Discovered in 1981.
Morskoye,Mediterranean/Black Sea,Ukraine,,Morskoye,Chernomorneftegaz,Production,Gas,8 Oct 1993,20,
North Kerchenskoye,Mediterranean/Black Sea,Ukraine,,North Kerchenskoye,Chernomorneftegaz,Possible,Gas,25 Jun 2018,12,3 exploration well drilled. High hydrogen sulfide content.
Obruchev,Mediterranean/Black Sea,Ukraine,,,Chernomorneftegaz,Discovery,Oil & Gas,,7,
Odessa Marine Terminal,Mediterranean/Black Sea,Ukraine,,Odessa Marine Terminal,Kiev Govt,Production,,1 Jul 1996,20,
Odesskoye,Mediterranean/Black Sea,Ukraine,,"Odesskoye Phase 1, Odesskoye Phase 2",Chernomorneftegaz,Production,Condensate & Gas,8 Jan 2013,45,
Schmidt,Mediterranean/Black Sea,Ukraine,,,Chernomorneftegaz,Discovery,Gas,,30,Discovered in 1979.
Seismorazvedochnoye,Mediterranean/Black Sea,Ukraine,,,Chernomorneftegaz,Discovery,Condensate & Gas,,10,
Shtormovoye,Mediterranean/Black Sea,Ukraine,,Shtormovoye,Chernomorneftegaz,Production,Condensate & Gas,15 Dec 1993,53,Discovered in 1978. Production began in 1993. Located 70km from shore in 53 msw.
Strelkovoe,Mediterranean/Black Sea,Ukraine,,Strelkovoe,Chernomorneftegaz,Production,Gas,1 Jul 1981,10,
Subbotina (Subbotinskoye),Mediterranean/Black Sea,Ukraine,Pry Kerch,Subbontina (Subbotinskoye Phase 1),Eni,Possible,Oil,25 Sep 2017,55,"Discovered in 2006, in 55msw, 30km offshore."
West Biryuchya,Mediterranean/Black Sea,Ukraine,,,Shelton,Discovery,Gas,,20,2009: Located 50km off Ukranian coast. Drilled in 2006. Further exploratory work is planned for the Biryuchya concessions over the next two to three years.
Yuzhny Terminal,Mediterranean/Black Sea,Ukraine,,Black Sea - Yuzhny Field - (Offshore Odessa),UKRAINE STATE,Production,,1 Jun 1996,20,Terminal facilities including x3 spm's require to be installed with the import/export pipelines. Delays indefinite
Abkatun-Pol-Chuc,Mexico,Mexico,,"Abkatun-Pol-Chuc, Abkatun-Pol-Chuc rehabilitation, Abkatun N1 complex",Pemex,Production,,1 Jul 1983,48,Abkat£n-Pol-Chuc Complex is made up of three fields in the South-western offshore region which extend over an area of 198 sq km.
Ahawbil,Mexico,Mexico,,,Pemex,Prospect,,,"1,930",Ahawbil-1 within Lakach 'block'
Akpul,Mexico,Mexico,,,Pemex,Discovery,Gas,,60,18ø57’51.50” N 92ø48’10.62” W
Aktum,Mexico,Mexico,,,,Discovery,Gas,,40,
Alak,Mexico,Mexico,,,,Discovery,Gas,,241,
Alux-Ayin,Mexico,Mexico,Activo Integral Litoral de Tabasco (AILT),"Alux, Alux-Ayin, Ayin 2010",Pemex,Production,,1 Oct 1991,125,
Amoca,Mexico,Mexico,,,,Discovery,,,9,discovery made in 2003
Arenque,Mexico,Mexico,,Arenque Complex,Pemex,Production,,1 Feb 1972,17,
Arrecife Medio,Mexico,Mexico,,,,Discovery,,,49,
Atasta,Mexico,Mexico,,Atasta,Pemex,Production,,1 Jul 1995,20,
Atun,Mexico,Mexico,,"Atun - 2009, Atun",Pemex,Production,,1 Jan 1975,100,
Ayatsil-Tekel,Mexico,Mexico,,"Ayatsil-Tekel Ph 1, Ayatsil-Tekel Ph 2",,Construction,Oil,1 Dec 2014,110,2/13 PEMEX main challenge: devl of extra-heavy oil reservoirs
Bacab,Mexico,Mexico,,Bacab,Pemex,Production,,1 May 2003,69,12/05: satellite of akal. 2nd platform is projected.
Bagre,Mexico,Mexico,,"Bagre - Mexico, Bagre-B (Repair)",Pemex,Production,,1 Jul 1973,50,First came onstream 1973. Reserves dwindled and now being ramped up for 2006/7
Baksha,Mexico,Mexico,,,Pemex,Discovery,Oil & Gas,,451,"10/08 north of KMZ complex, near Nab discovery
Pit DL 1 well proved extension of Baksha

X=587,931.00
Y=2,147,287.00"
Batab,Mexico,Mexico,,"Batab, Batab - 2012",Pemex,Production,,1 Jan 1987,46,12/05: 170 bcf reserves also
Baxale,Mexico,Mexico,,,Pemex,Discovery,Oil,,448,
Bisen,Mexico,Mexico,,,Pemex,Discovery,Oil,,23,"2,003"
Bolontiku,Mexico,Mexico,,"Bolontiku, Bolontiku 2014+",Pemex,Production,,31 Dec 2001,45,12/05: 577 bcf reserves also
Caan,Mexico,Mexico,,Caan,Pemex,Production,,1 May 1991,25,12/05: 2701 bcf reserves also
Cantarell,Mexico,Mexico,Region Marina Noreste,"Cantarell Rehabilitation 2008, Cantarell 1976-1980, Cantarell 1990s, Cantarell 2009 - 2011, Kambesah, Cantarell 2012+, Cantarell 2000-2007",Pemex,Production,,1 Jul 1976,41,11/07 declining in production. rehab work continues to increase output.
Carpa,Mexico,Mexico,,Carpa,Pemex,Production,,1 Aug 2006,100,
Catamat,Mexico,Mexico,,,Pemex,Sub-Commercial,Gas,,"1,229",
Cayo Arcas,Mexico,Mexico,,"Cayo Arcas, Cayo Arcas Rehab Program",Pemex,Production,,1 Oct 1987,60,4/06 main receiving & exp terminal for campech (Akal c/akal j/ku a) Pb-ce-ca-1 is treatment plat
